"h3","ps","g1"
100,-1.28008973824356,0.825843545365015
100,-1.26304294173365,0.839054801542212
100,-1.24599614522374,0.852409367623014
100,-1.22894934871382,0.865909148271978
100,-1.21190255220391,0.879555829263381
100,-1.19485575569399,0.893351360895615
100,-1.17780895918408,0.907297513488851
100,-1.16076216267416,0.921396276966093
100,-1.14371536616425,0.9356493762294
100,-1.12666856965434,0.950058807521509
100,-1.10962177314442,0.964626543637899
100,-1.09257497663451,0.979354378126645
100,-1.07552818012459,0.994244342778236
100,-1.05848138361468,1.00929841662155
100,-1.04143458710477,1.02451848421978
100,-1.02438779059485,1.03990648872121
100,-1.00734099408494,1.05546449753544
100,-0.990294197575023,1.0711945276848
100,-0.973247401065109,1.08709850313595
100,-0.956200604555195,1.10317866321555
100,-0.93915380804528,1.11943675434366
100,-0.922107011535366,1.13587493979578
100,-0.905060215025452,1.15249530110453
100,-0.888013418515538,1.16929980806364
100,-0.870966622005624,1.18629058873474
100,-0.85391982549571,1.20346952164425
100,-0.836873028985795,1.2208388414519
100,-0.819826232475881,1.23840061377842
100,-0.802779435965967,1.25615681882232
100,-0.785732639456053,1.27410954657034
100,-0.768685842946139,1.29226082951988
100,-0.751639046436224,1.31061278297314
100,-0.73459224992631,1.32916743446569
100,-0.717545453416396,1.34792686370411
100,-0.700498656906482,1.36689310098221
100,-0.683451860396568,1.38606808887092
100,-0.666405063886653,1.40545398175234
100,-0.649358267376739,1.42505278901521
100,-0.632311470866825,1.44486643608079
100,-0.615264674356911,1.46489741223679
100,-0.598217877846997,1.485146663684
100,-0.581171081337083,1.50561698741268
100,-0.564124284827168,1.52630994010274
100,-0.547077488317254,1.54722775317058
100,-0.53003069180734,1.56837221491775
100,-0.512983895297426,1.58974515405342
100,-0.495937098787511,1.61134856924691
100,-0.478890302277597,1.63318405926911
100,-0.461843505767683,1.65525392800651
100,-0.444796709257769,1.6775595174539
100,-0.427749912747855,1.70010267307575
100,-0.41070311623794,1.72288533407563
100,-0.393656319728026,1.74590907659392
100,-0.376609523218112,1.76917535949572
100,-0.359562726708198,1.79268616269219
100,-0.342515930198284,1.81644293009078
100,-0.325469133688369,1.84044710953126
100,-0.308422337178455,1.86470039726385
100,-0.291375540668541,1.88920408951967
100,-0.274328744158627,1.91395997398658
100,-0.257281947648713,1.93896900481062
100,-0.240235151138799,1.9642327417743
100,-0.223188354628884,1.98975234020298
100,-0.20614155811897,2.01552933951309
100,-0.189094761609056,2.04156467534988
100,-0.172047965099142,2.06785783655772
100,-0.155001168589228,2.09441364492979
100,-0.137954372079313,2.12123080791992
100,-0.120907575569399,2.14831177209511
100,-0.103860779059485,2.17565506267271
100,-0.0868139825495708,2.20326276497491
100,-0.0697671860396567,2.23113568030466
100,-0.0527203895297423,2.25927455108361
100,-0.0356735930198282,2.28768014288199
100,-0.0186267965099141,2.31635281455757
100,-0.00158,2.34529350322888
